month	longitude	latitude
2020-01-01	-1.660265	55.009325
2020-01-01	-1.665388	55.006167
2020-01-01	-1.665315	55.013078
2020-01-01	-1.661168	55.013479
2020-01-01	-1.664286	55.007135
2020-01-01	-1.641128	55.003924
2020-01-01	-1.653407	55.0067
2020-01-01	-1.650248	54.99961
2020-01-01	-1.663084	55.001308
2020-01-01	-1.663694	54.997509
2020-01-01	-1.659644	54.999475
2020-01-01	-1.66303	55.002153
2020-01-01	-1.658605	54.998528
2020-01-01	-1.658605	54.998528
2020-01-01	-1.658605	54.998528
2020-01-01	-1.663694	54.997509
2020-01-01	-1.662028	54.99852
2020-01-01	-1.659644	54.999475
2020-01-01	-1.649568	54.998754
2020-01-01	-1.646431	54.99817
2020-01-01	-1.637696	54.996131
2020-01-01	-1.652764	54.99064
2020-01-01	-1.654939	54.995894
2020-01-01	-1.654939	54.995894
2020-01-01	-1.656851	54.995234
2020-01-01	-1.652764	54.99064
2020-01-01	-1.65336	54.990489
2020-01-01	-1.679454	55.002943
2020-01-01	-1.669604	54.995404
2020-01-01	-1.669604	54.995404
2020-01-01	-1.669604	54.995404
2020-01-01	-1.668851	54.990074
2020-01-01	-1.665789	54.991799
2020-01-01	-1.664526	54.997026
2020-01-01	-1.67206	54.995231
2020-01-01	-1.675591	54.995412
2020-01-01	-1.676961	54.996026
2020-01-01	-1.67289	54.996869
2020-01-01	-1.680007	55.000249
2020-01-01	-1.675591	54.995412
2020-01-01	-1.67289	54.996869
2020-01-01	-1.675591	54.995412
2020-01-01	-1.677244	54.999774
2020-01-01	-1.675591	54.995412
2020-01-01	-1.675591	54.995412
2020-01-01	-1.676961	54.996026
2020-01-01	-1.673317	54.990463
2020-01-01	-1.587885	54.994167
2020-01-01	-1.586238	54.99169
2020-01-01	-1.582198	54.992449
2020-01-01	-1.581883	54.997184
2020-01-01	-1.567432	54.993539
2020-01-01	-1.566422	54.994425
2020-01-01	-1.582843	54.987464
2020-01-01	-1.590441	54.988748
2020-01-01	-1.611094	54.991071
2020-01-01	-1.607114	54.990564
2020-01-01	-1.605494	54.989975
2020-01-01	-1.595341	54.992511
2020-01-01	-1.597756	54.996401
2020-01-01	-1.597756	54.996401
2020-01-01	-1.595353	54.994425
2020-01-01	-1.602113	54.993666
2020-01-01	-1.604954	54.992489
2020-01-01	-1.606198	54.993086
2020-01-01	-1.608603	54.994918
2020-01-01	-1.604954	54.992489
2020-01-01	-1.606861	54.995622
2020-01-01	-1.609504	54.995532
2020-01-01	-1.609932	54.993206
2020-01-01	-1.609504	54.995532
2020-01-01	-1.609932	54.993206
2020-01-01	-1.76022	54.991851
2020-01-01	-1.743766	54.981475
2020-01-01	-1.743766	54.981475
2020-01-01	-1.743879	54.983272
2020-01-01	-1.761075	54.989885
2020-01-01	-1.756262	54.99241
2020-01-01	-1.753755	54.993501
2020-01-01	-1.751069	54.993019
2020-01-01	-1.751273	54.995446
2020-01-01	-1.752518	54.99127
2020-01-01	-1.737442	54.992838
2020-01-01	-1.723899	54.99172
